Timestamp,Energy Consumption (kWh),Temperature (°C),Building Occupancy,Energy Tariff ($/kWh),Efficiency Recommendations,Estimated Cost Savings ($)
4/22/2023 22:00,8.45,18.68,28,0.11,No action needed,0
4/22/2023 23:00,12.98,28.1,25,0.14,No action needed,0
4/23/2023 0:00,12.23,30.95,80,0.28,Shift heavy operations to off-peak hours.,0.24
4/23/2023 1:00,11.97,28.31,108,0.13,No action needed,0
4/23/2023 2:00,5.13,29.47,9,0.16,Turn off unnecessary lights in unoccupied areas.,0.02
4/23/2023 3:00,23.79,23.22,22,0.2,Investigate devices left on overnight.,0.19
4/23/2023 4:00,11.52,17.06,46,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.29
4/23/2023 5:00,14.99,29.56,51,0.1,No action needed,0
4/23/2023 6:00,10.52,24.34,124,0.29,Shift heavy operations to off-peak hours.,0.21
4/23/2023 7:00,19.27,33.37,32,0.23,Shift heavy operations to off-peak hours.,0.31
4/23/2023 8:00,16.97,20.09,8,0.13,Turn off unnecessary lights in unoccupied areas.; Investigate devices left on overnight.,0.15
4/23/2023 9:00,13.84,26.91,125,0.27,Shift heavy operations to off-peak hours.,0.26
4/23/2023 10:00,18.44,33.63,103,0.16,No action needed,0
4/23/2023 11:00,5.49,23.85,108,0.18,No action needed,0
4/23/2023 12:00,13.61,32.53,36,0.15,No action needed,0
4/23/2023 13:00,24.26,23.44,123,0.19,No action needed,0
4/23/2023 14:00,22.26,16.64,89,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.66
4/23/2023 15:00,15.97,32.05,84,0.16,No action needed,0
4/23/2023 16:00,6.93,25.26,11,0.18,No action needed,0
4/23/2023 17:00,7.52,32.22,32,0.21,Shift heavy operations to off-peak hours.,0.11
4/23/2023 18:00,5.6,31.26,62,0.26,Shift heavy operations to off-peak hours.,0.1
4/23/2023 19:00,20.04,33.25,87,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.6
4/23/2023 20:00,23.81,32.06,115,0.21,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.6
4/23/2023 21:00,19.11,33.98,48,0.26,Shift heavy operations to off-peak hours.,0.35
4/23/2023 22:00,23.54,21.88,36,0.16,Investigate devices left on overnight.,0.15
4/23/2023 23:00,13.99,25.39,147,0.29,Shift heavy operations to off-peak hours.,0.28
4/24/2023 0:00,21.26,18.88,84,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.61
4/24/2023 1:00,18.66,27.86,142,0.15,No action needed,0
4/24/2023 2:00,10.63,29.44,138,0.16,No action needed,0
4/24/2023 3:00,24.32,24.64,5,0.12,Turn off unnecessary lights in unoccupied areas.,0.09
4/24/2023 4:00,6.91,24.33,35,0.27,Shift heavy operations to off-peak hours.,0.13
4/24/2023 5:00,9.1,29.55,104,0.15,No action needed,0
4/24/2023 6:00,18.46,24.88,98,0.16,No action needed,0
4/24/2023 7:00,5.12,29.84,90,0.28,Shift heavy operations to off-peak hours.,0.1
4/24/2023 8:00,18.71,25.6,125,0.13,No action needed,0
4/24/2023 9:00,20.1,20.97,5,0.16,Turn off unnecessary lights in unoccupied areas.; Investigate devices left on overnight.,0.23
4/24/2023 10:00,11.6,27.74,71,0.19,No action needed,0
4/24/2023 11:00,6.92,21.49,96,0.23,Shift heavy operations to off-peak hours.,0.11
4/24/2023 12:00,16.99,28.65,98,0.25,Shift heavy operations to off-peak hours.,0.3
4/24/2023 13:00,21.75,32.75,33,0.13,Reduce HVAC cooling to save energy.,0.14
4/24/2023 14:00,20.06,24.11,134,0.22,Shift heavy operations to off-peak hours.,0.31
4/24/2023 15:00,6.97,22.13,25,0.12,No action needed,0
4/24/2023 16:00,9.48,25.5,87,0.29,Shift heavy operations to off-peak hours.,0.19
4/24/2023 17:00,21.92,17.39,46,0.23,Shift heavy operations to off-peak hours.,0.35
4/24/2023 18:00,7.69,21.93,130,0.27,Shift heavy operations to off-peak hours.,0.15
4/24/2023 19:00,17.57,23.34,142,0.26,Shift heavy operations to off-peak hours.,0.32
4/24/2023 20:00,23.96,34.22,12,0.16,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.35
4/24/2023 21:00,7.63,16.11,143,0.19,No action needed,0
4/24/2023 22:00,18.78,21.49,115,0.19,No action needed,0
4/24/2023 23:00,22.91,32.07,7,0.15,Reduce HVAC cooling to save energy.; Turn off unnecessary lights in unoccupied areas.,0.27
4/25/2023 0:00,13.96,20.94,91,0.29,Shift heavy operations to off-peak hours.,0.28
4/25/2023 1:00,17.69,25.08,131,0.2,No action needed,0
4/25/2023 2:00,18.97,32.47,50,0.19,Investigate devices left on overnight.,0.14
4/25/2023 3:00,19.79,15.44,95,0.12,No action needed,0
4/25/2023 4:00,16.93,23.66,113,0.14,Investigate devices left on overnight.,0.09
4/25/2023 5:00,8.94,32.45,138,0.24,Shift heavy operations to off-peak hours.,0.15
4/25/2023 6:00,5.45,20.2,63,0.22,Shift heavy operations to off-peak hours.,0.08
4/25/2023 7:00,14.63,15.46,60,0.16,No action needed,0
4/25/2023 8:00,20.5,20.59,82,0.14,No action needed,0
4/25/2023 9:00,21.67,31.52,38,0.12,Reduce HVAC cooling to save energy.,0.13
4/25/2023 10:00,12.61,18.7,93,0.14,No action needed,0
4/25/2023 11:00,6.82,33.95,100,0.12,No action needed,0
4/25/2023 12:00,12.78,23.95,116,0.23,Shift heavy operations to off-peak hours.,0.21
4/25/2023 13:00,11.44,15.29,33,0.16,No action needed,0
4/25/2023 14:00,15.36,34.66,90,0.21,Shift heavy operations to off-peak hours.,0.23
4/25/2023 15:00,21.67,33.43,95,0.24,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.83
4/25/2023 16:00,7.72,23.01,118,0.13,No action needed,0
4/25/2023 17:00,14.37,18.02,63,0.11,No action needed,0
4/25/2023 18:00,18.66,33.61,138,0.15,No action needed,0
4/25/2023 19:00,21.19,24.14,38,0.24,Shift heavy operations to off-peak hours.,0.36
4/25/2023 20:00,8.92,27.1,102,0.13,No action needed,0
4/25/2023 21:00,5.63,29.95,102,0.19,No action needed,0
4/25/2023 22:00,23.76,26.17,74,0.1,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.21
4/25/2023 23:00,11.18,23.41,135,0.29,Shift heavy operations to off-peak hours.,0.23
4/26/2023 0:00,10.5,29.09,111,0.21,Shift heavy operations to off-peak hours.,0.15
4/26/2023 1:00,8.17,20.41,132,0.28,Shift heavy operations to off-peak hours.,0.16
4/26/2023 2:00,13.7,22.18,100,0.13,No action needed,0
4/26/2023 3:00,21.94,31.83,129,0.12,Reduce HVAC cooling to save energy.,0.13
4/26/2023 4:00,18.5,16.84,118,0.1,No action needed,0
4/26/2023 5:00,16.99,27.25,150,0.27,Shift heavy operations to off-peak hours.,0.32
4/26/2023 6:00,8.19,34.4,144,0.26,Shift heavy operations to off-peak hours.,0.15
4/26/2023 7:00,11.46,28.4,78,0.1,No action needed,0
4/26/2023 8:00,15.88,32.36,12,0.25,Shift heavy operations to off-peak hours.,0.28
4/26/2023 9:00,12.01,29.34,36,0.22,Shift heavy operations to off-peak hours.,0.18
4/26/2023 10:00,12.07,26.86,62,0.13,No action needed,0
4/26/2023 11:00,9.62,17.77,21,0.13,No action needed,0
4/26/2023 12:00,22.23,30.69,108,0.19,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.38
4/26/2023 13:00,18.83,30.15,148,0.14,No action needed,0
4/26/2023 14:00,13.04,29.77,149,0.21,Shift heavy operations to off-peak hours.,0.19
4/26/2023 15:00,15.58,29.46,14,0.18,No action needed,0
4/26/2023 16:00,16.74,34.01,97,0.16,No action needed,0
4/26/2023 17:00,7.38,34.98,9,0.3,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.22
4/26/2023 18:00,8.79,17.64,75,0.25,Shift heavy operations to off-peak hours.,0.15
4/26/2023 19:00,17.95,29.44,54,0.13,No action needed,0
4/26/2023 20:00,9.89,23.69,146,0.16,No action needed,0
4/26/2023 21:00,7.48,28.91,52,0.28,Shift heavy operations to off-peak hours.,0.15
4/26/2023 22:00,22.56,24.28,50,0.22,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.55
4/26/2023 23:00,7.29,16.31,94,0.26,Shift heavy operations to off-peak hours.,0.13
4/27/2023 0:00,14.79,23.82,14,0.16,Investigate devices left on overnight.,0.09
4/27/2023 1:00,10.32,23.3,23,0.14,No action needed,0
4/27/2023 2:00,8.67,31.92,150,0.22,Shift heavy operations to off-peak hours.,0.13
4/27/2023 3:00,15.96,31.08,53,0.24,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.42
4/27/2023 4:00,11.1,26.89,26,0.24,Shift heavy operations to off-peak hours.,0.19
4/27/2023 5:00,10.54,34.41,97,0.1,No action needed,0
4/27/2023 6:00,8.26,31.2,145,0.23,Shift heavy operations to off-peak hours.,0.13
4/27/2023 7:00,21.81,16.85,79,0.29,Shift heavy operations to off-peak hours.,0.44
4/27/2023 8:00,12.93,28.7,118,0.29,Shift heavy operations to off-peak hours.,0.26
4/27/2023 9:00,14.38,22.08,33,0.13,Investigate devices left on overnight.,0.07
4/27/2023 10:00,5.69,30.11,102,0.15,No action needed,0
4/27/2023 11:00,21.5,16.78,109,0.27,Shift heavy operations to off-peak hours.,0.41
4/27/2023 12:00,13.49,20.18,84,0.12,No action needed,0
4/27/2023 13:00,10.86,25.28,32,0.22,Shift heavy operations to off-peak hours.,0.17
4/27/2023 14:00,23.87,25.13,9,0.29,Reduce HVAC cooling to save energy.; Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,1.04
4/27/2023 15:00,20.57,21.95,53,0.16,No action needed,0
4/27/2023 16:00,13.74,23.17,133,0.29,Shift heavy operations to off-peak hours.,0.28
4/27/2023 17:00,16.3,30.14,22,0.17,Investigate devices left on overnight.,0.11
4/27/2023 18:00,20.57,20.98,22,0.25,Shift heavy operations to off-peak hours.,0.36
4/27/2023 19:00,20.66,16.89,10,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.59
4/27/2023 20:00,9.04,15.76,82,0.23,Shift heavy operations to off-peak hours.,0.15
4/27/2023 21:00,20.97,15.89,103,0.29,Shift heavy operations to off-peak hours.,0.43
4/27/2023 22:00,6.71,27.57,75,0.15,No action needed,0
4/27/2023 23:00,5.9,32.02,18,0.2,No action needed,0
4/28/2023 0:00,22.06,20.57,124,0.13,No action needed,0
4/28/2023 1:00,22.62,17.15,146,0.18,No action needed,0
4/28/2023 2:00,12.94,31.88,43,0.16,No action needed,0
4/28/2023 3:00,9.65,17.53,100,0.13,No action needed,0
4/28/2023 4:00,13.45,24.65,55,0.11,No action needed,0
4/28/2023 5:00,24.31,17.04,119,0.18,No action needed,0
4/28/2023 6:00,11.64,21.93,61,0.19,No action needed,0
4/28/2023 7:00,11.88,22.97,57,0.21,Shift heavy operations to off-peak hours.,0.17
4/28/2023 8:00,6.28,20.49,136,0.16,No action needed,0
4/28/2023 9:00,7.72,27.68,100,0.22,Shift heavy operations to off-peak hours.,0.12
4/28/2023 10:00,24.29,28.69,140,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.67
4/28/2023 11:00,19.22,17.4,144,0.27,Shift heavy operations to off-peak hours.,0.36
4/28/2023 12:00,12.35,28.78,75,0.11,No action needed,0
4/28/2023 13:00,7.25,27.63,104,0.19,No action needed,0
4/28/2023 14:00,10.39,26.66,49,0.3,Shift heavy operations to off-peak hours.,0.22
4/28/2023 15:00,16.23,24.64,107,0.27,Shift heavy operations to off-peak hours.,0.31
4/28/2023 16:00,12.14,27.11,86,0.24,Shift heavy operations to off-peak hours.,0.2
4/28/2023 17:00,17.83,19.91,32,0.29,Shift heavy operations to off-peak hours.,0.36
4/28/2023 18:00,22.77,23.95,82,0.23,Shift heavy operations to off-peak hours.,0.37
4/28/2023 19:00,14.74,21.25,79,0.28,Shift heavy operations to off-peak hours.,0.29
4/28/2023 20:00,10.05,25.47,13,0.23,Shift heavy operations to off-peak hours.,0.16
4/28/2023 21:00,6.47,16.71,42,0.25,Shift heavy operations to off-peak hours.,0.11
4/28/2023 22:00,14.75,24.5,115,0.28,Shift heavy operations to off-peak hours.,0.29
4/28/2023 23:00,6.19,25.24,81,0.27,Shift heavy operations to off-peak hours.,0.12
4/29/2023 0:00,11.59,34.16,76,0.25,Shift heavy operations to off-peak hours.,0.2
4/29/2023 1:00,21.79,32.28,150,0.19,Reduce HVAC cooling to save energy.,0.21
4/29/2023 2:00,13.58,34.22,92,0.27,Shift heavy operations to off-peak hours.,0.26
4/29/2023 3:00,22.25,21.05,53,0.11,No action needed,0
4/29/2023 4:00,20.9,27.07,16,0.18,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.34
4/29/2023 5:00,5.3,23.14,76,0.26,Shift heavy operations to off-peak hours.,0.1
4/29/2023 6:00,19.78,29.74,126,0.22,Shift heavy operations to off-peak hours.,0.3
4/29/2023 7:00,10.65,18.78,11,0.29,Shift heavy operations to off-peak hours.,0.22
4/29/2023 8:00,18.93,21.38,98,0.12,No action needed,0
4/29/2023 9:00,22.38,22.47,57,0.21,Shift heavy operations to off-peak hours.,0.33
4/29/2023 10:00,16.18,33.12,22,0.21,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.37
4/29/2023 11:00,21.16,15.43,43,0.12,No action needed,0
4/29/2023 12:00,5.47,30.93,83,0.14,No action needed,0
4/29/2023 13:00,21.7,18.97,28,0.22,Shift heavy operations to off-peak hours.,0.33
4/29/2023 14:00,9.91,29.93,132,0.27,Shift heavy operations to off-peak hours.,0.19
4/29/2023 15:00,22.14,33.21,139,0.17,Reduce HVAC cooling to save energy.,0.19
4/29/2023 16:00,11.36,25.79,103,0.11,No action needed,0
4/29/2023 17:00,5.19,18.05,111,0.2,No action needed,0
4/29/2023 18:00,20.82,17.89,123,0.24,Shift heavy operations to off-peak hours.,0.35
4/29/2023 19:00,12.66,29.06,127,0.23,Shift heavy operations to off-peak hours.,0.2
4/29/2023 20:00,9.89,32.34,74,0.17,No action needed,0
4/29/2023 21:00,18.18,30.66,122,0.17,No action needed,0
4/29/2023 22:00,18.42,16.12,106,0.2,No action needed,0
4/29/2023 23:00,13.71,29.48,74,0.28,Shift heavy operations to off-peak hours.,0.27
4/30/2023 0:00,21.05,15.74,86,0.23,Shift heavy operations to off-peak hours.,0.34
4/30/2023 1:00,23.53,17.95,31,0.15,No action needed,0
4/30/2023 2:00,21.13,19.09,75,0.23,Shift heavy operations to off-peak hours.,0.34
4/30/2023 3:00,9.63,34.59,142,0.2,No action needed,0
4/30/2023 4:00,16.68,20.73,105,0.23,Shift heavy operations to off-peak hours.,0.27
4/30/2023 5:00,11.63,30.35,62,0.15,Investigate devices left on overnight.,0.07
4/30/2023 6:00,11.96,31.12,23,0.25,Shift heavy operations to off-peak hours.,0.21
4/30/2023 7:00,12.24,34.47,14,0.12,Investigate devices left on overnight.,0.06
4/30/2023 8:00,5,18.96,5,0.24,Shift heavy operations to off-peak hours.,0.08
4/30/2023 9:00,21.51,29.24,82,0.18,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.35
4/30/2023 10:00,5.71,30.77,105,0.29,Shift heavy operations to off-peak hours.,0.12
4/30/2023 11:00,18.09,21.71,104,0.23,Shift heavy operations to off-peak hours.,0.29
4/30/2023 12:00,19.59,24.03,98,0.27,Shift heavy operations to off-peak hours.,0.37
4/30/2023 13:00,9.27,25.19,130,0.27,Shift heavy operations to off-peak hours.,0.18
4/30/2023 14:00,22.1,30.06,37,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.88
4/30/2023 15:00,21.45,18.44,110,0.16,No action needed,0
4/30/2023 16:00,16.02,22.95,121,0.14,Investigate devices left on overnight.,0.09
4/30/2023 17:00,7.54,16.66,118,0.14,No action needed,0
4/30/2023 18:00,11.37,17.98,19,0.29,Shift heavy operations to off-peak hours.,0.23
4/30/2023 19:00,22.07,21.72,93,0.3,Shift heavy operations to off-peak hours.,0.46
4/30/2023 20:00,24.25,34.92,33,0.22,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.64
4/30/2023 21:00,13.25,29.16,59,0.23,Shift heavy operations to off-peak hours.,0.21
4/30/2023 22:00,15.08,24.11,50,0.25,Shift heavy operations to off-peak hours.,0.26
4/30/2023 23:00,14.91,20.73,37,0.29,Shift heavy operations to off-peak hours.,0.3
5/1/2023 0:00,11.9,28.56,13,0.16,No action needed,0
5/1/2023 1:00,22.4,25.33,114,0.29,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.78
5/1/2023 2:00,13.46,32.2,131,0.26,Shift heavy operations to off-peak hours.,0.24
5/1/2023 3:00,11.28,31.44,85,0.12,No action needed,0
5/1/2023 4:00,9.62,26.86,36,0.2,No action needed,0
5/1/2023 5:00,14.09,20.67,132,0.12,No action needed,0
5/1/2023 6:00,17.98,16.03,105,0.27,Shift heavy operations to off-peak hours.,0.34
5/1/2023 7:00,5.8,23.55,96,0.2,No action needed,0
5/1/2023 8:00,17.02,27.78,141,0.23,Shift heavy operations to off-peak hours.,0.27
5/1/2023 9:00,12.18,33.4,109,0.2,Investigate devices left on overnight.,0.1
5/1/2023 10:00,12.02,30.96,14,0.28,Shift heavy operations to off-peak hours.,0.24
5/1/2023 11:00,21.4,29.87,38,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.64
5/1/2023 12:00,9.55,20.67,56,0.11,No action needed,0
5/1/2023 13:00,13.77,20.86,148,0.16,No action needed,0
5/1/2023 14:00,20.29,26.44,22,0.14,Reduce HVAC cooling to save energy.,0.14
5/1/2023 15:00,20.76,27.58,86,0.2,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.37
5/1/2023 16:00,13.07,16.02,45,0.3,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.43
5/1/2023 17:00,15.19,29.52,6,0.27,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.41
5/1/2023 18:00,20.42,16.64,67,0.17,No action needed,0
5/1/2023 19:00,16.53,25.43,119,0.1,No action needed,0
5/1/2023 20:00,10.56,19.23,102,0.12,No action needed,0
5/1/2023 21:00,14.8,24.64,8,0.24,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.36
5/1/2023 22:00,6.97,28.26,20,0.29,Shift heavy operations to off-peak hours.,0.14
5/1/2023 23:00,22.74,22.17,149,0.17,Investigate devices left on overnight.,0.15
5/2/2023 0:00,23.39,23.14,18,0.17,No action needed,0
5/2/2023 1:00,20.8,27.28,150,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.57
5/2/2023 2:00,10.67,26.52,91,0.25,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.29
5/2/2023 3:00,11.93,32.14,86,0.14,No action needed,0
5/2/2023 4:00,24.03,15.6,43,0.3,Shift heavy operations to off-peak hours.,0.5
5/2/2023 5:00,21.54,16.03,145,0.22,Shift heavy operations to off-peak hours.,0.33
5/2/2023 6:00,20.79,18.64,44,0.21,Shift heavy operations to off-peak hours.,0.31
5/2/2023 7:00,14.34,28.77,102,0.28,Shift heavy operations to off-peak hours.,0.28
5/2/2023 8:00,10.81,24.57,67,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.32
5/2/2023 9:00,5.49,22.99,102,0.13,No action needed,0
5/2/2023 10:00,22.96,30.22,125,0.28,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.77
5/2/2023 11:00,17.29,20.32,50,0.14,No action needed,0
5/2/2023 12:00,16.55,30.9,5,0.22,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.36
5/2/2023 13:00,19.51,19.21,36,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.49
5/2/2023 14:00,16.12,34.56,141,0.13,No action needed,0
5/2/2023 15:00,22.87,19.36,120,0.13,No action needed,0
5/2/2023 16:00,7.9,29.37,6,0.16,Turn off unnecessary lights in unoccupied areas.,0.04
5/2/2023 17:00,23.2,16.3,113,0.24,Shift heavy operations to off-peak hours.,0.39
5/2/2023 18:00,14.3,32.43,91,0.14,No action needed,0
5/2/2023 19:00,16.36,34.49,26,0.2,No action needed,0
5/2/2023 20:00,22.3,22.74,71,0.23,Shift heavy operations to off-peak hours.,0.36
5/2/2023 21:00,20.8,30.49,14,0.21,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.52
5/2/2023 22:00,5.04,22.2,146,0.2,No action needed,0
5/2/2023 23:00,17.36,32.27,36,0.23,Shift heavy operations to off-peak hours.,0.28
5/3/2023 0:00,9.54,27.93,38,0.14,No action needed,0
5/3/2023 1:00,11.29,32.09,68,0.27,Shift heavy operations to off-peak hours.,0.21
5/3/2023 2:00,11.59,26.16,32,0.15,No action needed,0
