,Season,Temperature (°C),Humidity (%),Wind Speed (m/s),Sunlight (W/m²),Building Occupancy,Energy Tariff ($/kWh),Energy Consumption (kWh),Timestamp
2110,Spring,19.45,36.93,7.79,667.88,142,0.1,11.64,2023-03-29 22:00:00
2111,Spring,12.96,64.43,9.47,93.52,137,0.14,10.71,2023-03-29 23:00:00
2112,Spring,19.63,55.51,14.61,398.28,158,0.26,9.32,2023-03-30 00:00:00
2113,Spring,12.02,44.86,3.35,538.26,157,0.2,9.94,2023-03-30 01:00:00
2114,Spring,18.77,54.89,10.79,351.42,112,0.11,13.48,2023-03-30 02:00:00
2115,Spring,17.26,38.86,11.59,197.97,182,0.14,17.5,2023-03-30 03:00:00
2116,Spring,15.94,54.89,11.16,467.88,98,0.1,7.43,2023-03-30 04:00:00
2117,Spring,15.81,73.19,15.6,474.09,134,0.1,13.44,2023-03-30 05:00:00
2118,Spring,14.09,60.23,11.17,289.81,83,0.22,12.02,2023-03-30 06:00:00
2119,Spring,19.66,44.72,13.4,629.86,88,0.13,15.43,2023-03-30 07:00:00
2120,Spring,14.01,35.6,19.97,331.85,18,0.28,9.86,2023-03-30 08:00:00
2121,Spring,18.72,63.68,5.57,160.1,18,0.19,8.81,2023-03-30 09:00:00
2122,Spring,14.09,48.04,14.15,854.49,16,0.14,8.91,2023-03-30 10:00:00
2123,Spring,16.85,55.11,19.03,765.71,7,0.07,6.95,2023-03-30 11:00:00
2124,Spring,17.51,59.2,14.89,693.47,17,0.15,5.2,2023-03-30 12:00:00
2125,Spring,15.65,43.16,8.24,181.47,20,0.06,9.13,2023-03-30 13:00:00
2126,Spring,12.7,57.01,2.29,295.38,8,0.08,12.92,2023-03-30 14:00:00
2127,Spring,10.39,41.51,10.74,424.27,22,0.1,5.41,2023-03-30 15:00:00
2128,Spring,19.92,61.66,9.27,802.51,15,0.11,8.18,2023-03-30 16:00:00
2129,Spring,13.63,49.32,4.32,729.89,20,0.11,9.64,2023-03-30 17:00:00
2130,Spring,18.13,68.57,6.71,285.83,7,0.1,14.59,2023-03-30 18:00:00
2131,Spring,18.79,48.66,2.58,391.96,22,0.13,12.24,2023-03-30 19:00:00
2132,Spring,14.01,73.42,14.38,910.04,28,0.1,12.51,2023-03-30 20:00:00
2133,Spring,10.34,42.87,15.68,793.43,124,0.15,15.11,2023-03-30 21:00:00
2134,Spring,10.89,60.72,2.46,795.24,170,0.11,15.39,2023-03-30 22:00:00
2135,Spring,15.88,77.86,12.76,45.82,55,0.14,9.99,2023-03-30 23:00:00
2136,Spring,12.08,32.21,16.1,282.99,55,0.26,6.84,2023-03-31 00:00:00
2137,Spring,13.82,49.3,15.97,314.6,172,0.11,10.23,2023-03-31 01:00:00
2138,Spring,12.21,70.5,8.96,971.32,160,0.18,8.82,2023-03-31 02:00:00
2139,Spring,14.02,51.01,7.92,482.09,139,0.2,7.75,2023-03-31 03:00:00
2140,Spring,17.75,58.84,15.48,892.0,115,0.21,10.33,2023-03-31 04:00:00
2141,Spring,16.46,47.37,18.84,548.94,104,0.18,14.51,2023-03-31 05:00:00
2142,Spring,12.57,62.59,0.95,802.84,103,0.2,6.82,2023-03-31 06:00:00
2143,Spring,10.23,67.75,16.23,197.17,139,0.22,12.48,2023-03-31 07:00:00
2144,Spring,18.73,79.78,15.8,716.38,18,0.27,10.69,2023-03-31 08:00:00
2145,Spring,18.82,40.95,5.02,608.07,23,0.29,8.88,2023-03-31 09:00:00
2146,Spring,15.27,70.21,0.61,384.65,25,0.13,9.99,2023-03-31 10:00:00
2147,Spring,18.9,39.91,18.85,698.07,22,0.07,7.82,2023-03-31 11:00:00
2148,Spring,13.65,53.16,5.25,741.91,7,0.14,11.38,2023-03-31 12:00:00
2149,Spring,11.34,46.3,6.97,508.0,12,0.11,4.61,2023-03-31 13:00:00
2150,Spring,18.03,40.17,2.97,106.59,20,0.07,6.83,2023-03-31 14:00:00
2151,Spring,19.76,34.11,13.2,408.46,29,0.05,9.48,2023-03-31 15:00:00
2152,Spring,18.81,69.66,12.66,75.93,13,0.09,13.73,2023-03-31 16:00:00
2153,Spring,13.05,52.01,13.7,27.32,25,0.12,15.27,2023-03-31 17:00:00
2154,Spring,15.12,37.03,11.78,503.89,10,0.08,8.43,2023-03-31 18:00:00
2155,Spring,16.55,52.42,13.15,890.78,17,0.1,4.61,2023-03-31 19:00:00
2156,Spring,14.73,43.99,2.85,404.98,7,0.1,12.88,2023-03-31 20:00:00
2157,Spring,19.41,44.75,17.75,148.13,104,0.22,12.99,2023-03-31 21:00:00
2158,Spring,13.12,75.22,10.05,717.09,135,0.24,6.59,2023-03-31 22:00:00
2159,Spring,17.68,51.7,14.29,985.53,150,0.11,12.69,2023-03-31 23:00:00
2160,Spring,12.8,71.23,14.02,695.86,81,0.25,9.2,2023-04-01 00:00:00
2161,Spring,14.51,36.06,7.44,30.6,51,0.26,12.15,2023-04-01 01:00:00
2162,Spring,19.54,61.73,7.77,8.0,78,0.25,16.52,2023-04-01 02:00:00
2163,Spring,14.06,43.97,0.2,300.94,140,0.16,9.07,2023-04-01 03:00:00
2164,Spring,19.98,35.17,12.35,457.4,76,0.27,13.22,2023-04-01 04:00:00
2165,Spring,19.44,46.83,4.19,893.44,61,0.14,7.73,2023-04-01 05:00:00
2166,Spring,11.8,31.41,13.39,61.34,155,0.14,8.14,2023-04-01 06:00:00
2167,Spring,11.37,76.91,12.92,185.87,74,0.26,9.34,2023-04-01 07:00:00
2168,Spring,10.9,46.63,14.36,31.73,9,0.29,8.6,2023-04-01 08:00:00
2169,Spring,12.99,75.67,17.58,310.56,22,0.16,9.37,2023-04-01 09:00:00
2170,Spring,18.53,64.5,7.39,396.07,10,0.11,5.21,2023-04-01 10:00:00
2171,Spring,12.32,44.24,7.23,879.25,25,0.11,5.99,2023-04-01 11:00:00
2172,Spring,16.14,52.93,13.52,957.1,25,0.13,10.23,2023-04-01 12:00:00
2173,Spring,15.73,67.71,11.19,558.23,15,0.14,7.23,2023-04-01 13:00:00
2174,Spring,18.06,79.65,8.78,817.16,30,0.06,8.83,2023-04-01 14:00:00
2175,Spring,13.09,62.82,12.11,375.34,23,0.13,9.55,2023-04-01 15:00:00
2176,Spring,13.13,53.29,19.39,340.65,12,0.08,14.59,2023-04-01 16:00:00
2177,Spring,18.4,44.38,13.16,430.79,30,0.11,12.59,2023-04-01 17:00:00
2178,Spring,14.47,50.2,11.21,599.72,22,0.08,7.11,2023-04-01 18:00:00
2179,Spring,16.7,30.22,16.31,202.9,12,0.1,7.75,2023-04-01 19:00:00
2180,Spring,15.61,50.6,14.04,805.62,9,0.13,12.82,2023-04-01 20:00:00
2181,Spring,15.61,34.6,4.18,725.86,87,0.1,13.76,2023-04-01 21:00:00
2182,Spring,12.15,32.48,17.26,492.5,188,0.12,10.42,2023-04-01 22:00:00
2183,Spring,18.87,47.05,17.11,394.99,126,0.2,10.33,2023-04-01 23:00:00
2184,Spring,19.57,54.82,4.64,293.34,141,0.12,10.52,2023-04-02 00:00:00
2185,Spring,13.65,46.14,19.62,609.65,82,0.26,10.73,2023-04-02 01:00:00
2186,Spring,18.37,56.92,9.66,736.82,53,0.27,6.46,2023-04-02 02:00:00
2187,Spring,13.15,32.07,15.3,142.27,89,0.16,16.11,2023-04-02 03:00:00
2188,Spring,13.6,74.42,8.95,347.51,73,0.16,9.69,2023-04-02 04:00:00
2189,Spring,11.72,61.23,3.73,531.14,83,0.21,12.87,2023-04-02 05:00:00
2190,Spring,10.88,49.75,7.27,790.87,117,0.28,6.5,2023-04-02 06:00:00
2191,Spring,15.49,77.19,14.02,489.29,191,0.25,15.36,2023-04-02 07:00:00
2192,Spring,16.13,78.02,9.66,367.74,18,0.24,5.9,2023-04-02 08:00:00
2193,Spring,17.95,72.55,9.05,838.87,11,0.24,7.52,2023-04-02 09:00:00
2194,Spring,19.61,49.31,2.32,999.22,16,0.13,7.54,2023-04-02 10:00:00
2195,Spring,16.31,63.65,11.02,876.39,7,0.06,5.65,2023-04-02 11:00:00
2196,Spring,11.28,56.13,15.21,474.04,29,0.08,9.84,2023-04-02 12:00:00
2197,Spring,13.62,57.64,10.45,944.98,18,0.09,11.11,2023-04-02 13:00:00
2198,Spring,12.78,65.93,10.58,57.37,5,0.14,11.61,2023-04-02 14:00:00
2199,Spring,19.15,65.08,16.58,67.31,13,0.09,9.9,2023-04-02 15:00:00
2200,Spring,11.33,59.91,6.31,232.03,18,0.14,6.74,2023-04-02 16:00:00
2201,Spring,16.97,78.93,6.98,125.97,15,0.12,7.56,2023-04-02 17:00:00
2202,Spring,19.23,79.12,5.91,507.74,26,0.13,13.84,2023-04-02 18:00:00
2203,Spring,17.69,77.83,5.46,272.89,7,0.13,12.47,2023-04-02 19:00:00
2204,Spring,17.32,68.64,7.21,66.62,5,0.07,13.7,2023-04-02 20:00:00
2205,Spring,18.95,61.88,19.18,378.8,170,0.19,15.65,2023-04-02 21:00:00
2206,Spring,18.23,57.74,1.68,264.54,68,0.2,7.33,2023-04-02 22:00:00
2207,Spring,13.1,51.62,9.82,951.47,65,0.22,7.86,2023-04-02 23:00:00
2208,Spring,14.87,58.95,15.05,292.99,159,0.2,12.81,2023-04-03 00:00:00
2209,Spring,15.66,49.31,4.49,512.79,118,0.12,9.99,2023-04-03 01:00:00
2210,Spring,18.19,76.37,1.01,654.9,140,0.26,12.56,2023-04-03 02:00:00
2211,Spring,18.44,53.83,10.15,593.87,178,0.15,11.64,2023-04-03 03:00:00
2212,Spring,16.13,68.32,16.94,204.43,163,0.28,11.62,2023-04-03 04:00:00
2213,Spring,11.53,70.77,12.4,829.88,182,0.23,13.87,2023-04-03 05:00:00
2214,Spring,19.3,48.14,11.9,510.61,87,0.14,10.02,2023-04-03 06:00:00
2215,Spring,11.66,39.18,14.65,730.66,103,0.17,12.43,2023-04-03 07:00:00
2216,Spring,19.41,32.97,10.52,396.2,22,0.28,13.83,2023-04-03 08:00:00
2217,Spring,15.06,63.48,0.73,634.04,22,0.11,6.68,2023-04-03 09:00:00
2218,Spring,18.81,75.25,19.79,951.76,12,0.14,3.62,2023-04-03 10:00:00
2219,Spring,12.5,40.71,11.3,879.71,5,0.09,7.31,2023-04-03 11:00:00
2220,Spring,10.96,66.77,11.86,947.25,24,0.11,12.88,2023-04-03 12:00:00
2221,Spring,17.84,64.33,17.42,583.05,28,0.13,7.17,2023-04-03 13:00:00
2222,Spring,12.25,62.47,15.1,305.8,43,0.08,7.89,2023-04-03 14:00:00
2223,Spring,14.14,65.7,4.69,272.49,11,0.08,9.46,2023-04-03 15:00:00
2224,Spring,10.77,78.24,6.73,901.49,31,0.13,11.11,2023-04-03 16:00:00
2225,Spring,10.51,59.92,8.82,75.7,18,0.15,5.6,2023-04-03 17:00:00
2226,Spring,15.89,36.54,3.17,406.7,12,0.15,14.31,2023-04-03 18:00:00
2227,Spring,14.54,71.85,17.42,585.66,38,0.1,12.79,2023-04-03 19:00:00
2228,Spring,12.45,63.53,19.92,315.26,23,0.1,14.28,2023-04-03 20:00:00
2229,Spring,12.05,48.2,0.09,837.08,9,0.18,11.01,2023-04-03 21:00:00
2230,Spring,15.68,70.85,10.27,772.05,24,0.28,5.02,2023-04-03 22:00:00
2231,Spring,13.02,44.13,10.46,549.7,17,0.14,13.64,2023-04-03 23:00:00
2232,Spring,14.43,41.39,15.95,586.59,47,0.22,12.42,2023-04-04 00:00:00
2233,Spring,19.14,55.71,8.44,632.41,5,0.16,4.29,2023-04-04 01:00:00
2234,Spring,12.82,77.68,10.78,87.23,25,0.28,7.81,2023-04-04 02:00:00
2235,Spring,10.84,72.13,19.51,458.09,11,0.25,13.89,2023-04-04 03:00:00
2236,Spring,19.6,36.9,5.54,42.96,17,0.13,12.57,2023-04-04 04:00:00
2237,Spring,17.83,31.05,9.68,584.85,23,0.23,12.16,2023-04-04 05:00:00
2238,Spring,12.87,62.27,11.41,77.11,50,0.29,9.51,2023-04-04 06:00:00
2239,Spring,11.88,61.59,5.58,681.41,19,0.16,11.68,2023-04-04 07:00:00
2240,Spring,16.63,32.48,14.59,119.77,23,0.27,14.03,2023-04-04 08:00:00
2241,Spring,14.68,63.29,18.26,549.56,48,0.15,9.44,2023-04-04 09:00:00
2242,Spring,18.53,52.09,16.57,137.3,22,0.13,13.46,2023-04-04 10:00:00
2243,Spring,14.1,69.1,3.48,857.14,33,0.12,4.35,2023-04-04 11:00:00
2244,Spring,10.18,62.58,0.39,36.28,31,0.1,7.72,2023-04-04 12:00:00
2245,Spring,18.5,54.03,8.76,809.61,39,0.11,7.1,2023-04-04 13:00:00
2246,Spring,18.91,45.77,10.99,338.86,5,0.1,8.91,2023-04-04 14:00:00
2247,Spring,17.4,36.44,18.23,173.8,9,0.06,13.43,2023-04-04 15:00:00
2248,Spring,11.4,50.15,14.21,287.25,6,0.05,5.88,2023-04-04 16:00:00
2249,Spring,11.75,63.52,11.69,988.39,18,0.15,8.9,2023-04-04 17:00:00
2250,Spring,18.09,72.64,10.43,221.42,28,0.1,15.15,2023-04-04 18:00:00
2251,Spring,19.82,43.43,15.95,579.17,34,0.09,10.37,2023-04-04 19:00:00
2252,Spring,17.7,56.51,14.83,373.01,41,0.13,13.15,2023-04-04 20:00:00
2253,Spring,12.65,34.1,4.21,134.08,32,0.11,7.06,2023-04-04 21:00:00
2254,Spring,10.9,51.34,5.81,630.86,41,0.25,5.38,2023-04-04 22:00:00
2255,Spring,14.09,66.27,1.53,800.06,30,0.15,4.71,2023-04-04 23:00:00
2256,Spring,11.68,53.36,13.01,824.96,46,0.12,7.9,2023-04-05 00:00:00
2257,Spring,10.82,40.92,19.89,809.07,46,0.17,9.1,2023-04-05 01:00:00
2258,Spring,11.63,78.6,13.22,594.49,8,0.16,6.53,2023-04-05 02:00:00
2259,Spring,11.09,56.95,8.78,885.44,44,0.13,5.31,2023-04-05 03:00:00
2260,Spring,11.4,66.65,18.16,745.36,14,0.29,5.73,2023-04-05 04:00:00
2261,Spring,11.66,48.12,9.32,803.16,20,0.17,11.84,2023-04-05 05:00:00
2262,Spring,10.44,54.28,5.52,93.36,34,0.19,6.92,2023-04-05 06:00:00
2263,Spring,17.24,62.81,14.98,814.7,22,0.23,11.35,2023-04-05 07:00:00
2264,Spring,12.84,69.13,4.38,240.28,12,0.1,8.17,2023-04-05 08:00:00
2265,Spring,17.41,65.29,3.94,875.93,28,0.17,13.22,2023-04-05 09:00:00
2266,Spring,12.98,64.55,5.48,987.39,20,0.07,6.18,2023-04-05 10:00:00
2267,Spring,19.01,59.26,16.82,363.62,37,0.07,10.39,2023-04-05 11:00:00
2268,Spring,13.3,63.43,17.7,34.36,49,0.08,10.4,2023-04-05 12:00:00
2269,Spring,13.19,64.12,12.33,665.67,18,0.06,11.11,2023-04-05 13:00:00
2270,Spring,12.87,61.69,9.77,944.73,7,0.05,9.15,2023-04-05 14:00:00
2271,Spring,19.92,79.59,2.81,873.37,15,0.09,4.34,2023-04-05 15:00:00
2272,Spring,16.11,45.09,9.74,900.62,23,0.14,11.02,2023-04-05 16:00:00
2273,Spring,11.32,79.35,9.92,900.35,13,0.13,13.34,2023-04-05 17:00:00
2274,Spring,12.76,46.06,14.6,789.32,5,0.11,12.49,2023-04-05 18:00:00
2275,Spring,16.92,76.76,0.73,989.32,20,0.05,8.53,2023-04-05 19:00:00
2276,Spring,19.13,38.71,15.84,608.89,7,0.1,4.77,2023-04-05 20:00:00
2277,Spring,19.19,54.96,11.23,464.55,108,0.28,10.55,2023-04-05 21:00:00
2278,Spring,11.37,49.5,10.46,263.41,71,0.28,6.48,2023-04-05 22:00:00
2279,Spring,18.1,30.98,8.34,339.29,101,0.14,9.68,2023-04-05 23:00:00
2280,Spring,13.28,41.2,11.38,618.2,153,0.27,12.63,2023-04-06 00:00:00
2281,Spring,18.36,54.83,4.83,254.15,135,0.29,10.59,2023-04-06 01:00:00
2282,Spring,18.82,34.19,13.86,563.92,76,0.14,6.87,2023-04-06 02:00:00
2283,Spring,14.08,70.82,2.02,902.13,137,0.19,15.61,2023-04-06 03:00:00
2284,Spring,13.62,34.69,2.71,107.98,125,0.23,13.08,2023-04-06 04:00:00
2285,Spring,11.59,42.4,11.64,698.3,140,0.11,7.93,2023-04-06 05:00:00
2286,Spring,12.84,32.95,10.34,749.87,178,0.3,12.48,2023-04-06 06:00:00
2287,Spring,18.12,59.18,11.1,70.79,138,0.23,12.76,2023-04-06 07:00:00
2288,Spring,10.14,35.53,1.01,630.98,29,0.13,6.49,2023-04-06 08:00:00
2289,Spring,15.67,46.07,2.69,282.97,8,0.3,8.68,2023-04-06 09:00:00
2290,Spring,12.26,71.03,14.32,372.73,19,0.1,8.74,2023-04-06 10:00:00
2291,Spring,16.37,41.74,1.69,720.37,10,0.09,11.04,2023-04-06 11:00:00
2292,Spring,17.63,71.34,1.18,146.21,29,0.11,9.32,2023-04-06 12:00:00
2293,Spring,13.2,35.65,19.08,128.87,18,0.06,13.79,2023-04-06 13:00:00
2294,Spring,18.91,43.46,12.87,172.59,25,0.12,14.6,2023-04-06 14:00:00
2295,Spring,12.62,31.07,17.33,732.21,17,0.12,13.67,2023-04-06 15:00:00
2296,Spring,10.01,30.54,6.63,922.78,11,0.11,11.48,2023-04-06 16:00:00
2297,Spring,18.85,79.64,2.47,675.16,10,0.12,8.18,2023-04-06 17:00:00
2298,Spring,12.85,50.42,2.42,358.23,28,0.14,11.47,2023-04-06 18:00:00
2299,Spring,15.1,78.5,12.52,538.28,13,0.05,14.01,2023-04-06 19:00:00
2300,Spring,12.73,73.8,10.21,467.03,13,0.09,12.47,2023-04-06 20:00:00
2301,Spring,13.91,51.09,9.41,540.61,95,0.12,8.69,2023-04-06 21:00:00
2302,Spring,15.92,77.23,7.56,234.18,158,0.28,15.36,2023-04-06 22:00:00
2303,Spring,10.92,52.1,10.15,709.0,130,0.25,8.74,2023-04-06 23:00:00
2304,Spring,19.54,52.36,4.22,152.04,154,0.24,11.04,2023-04-07 00:00:00
2305,Spring,13.95,56.77,11.77,896.98,146,0.22,9.53,2023-04-07 01:00:00
2306,Spring,11.31,61.35,6.45,828.26,144,0.28,11.08,2023-04-07 02:00:00
2307,Spring,19.28,71.14,14.64,562.16,117,0.26,10.11,2023-04-07 03:00:00
2308,Spring,11.42,70.34,12.05,159.95,97,0.13,10.6,2023-04-07 04:00:00
2309,Spring,15.58,68.81,5.0,903.64,65,0.17,4.68,2023-04-07 05:00:00
2310,Spring,19.59,61.67,1.58,827.44,141,0.26,13.1,2023-04-07 06:00:00
2311,Spring,12.29,69.83,19.36,544.15,144,0.28,10.89,2023-04-07 07:00:00
2312,Spring,13.13,47.64,19.99,790.52,5,0.13,6.02,2023-04-07 08:00:00
2313,Spring,10.02,34.41,12.66,485.22,24,0.26,10.95,2023-04-07 09:00:00
2314,Spring,12.53,41.51,13.58,500.19,10,0.06,4.5,2023-04-07 10:00:00
2315,Spring,13.01,43.26,17.65,674.18,6,0.1,6.79,2023-04-07 11:00:00
2316,Spring,10.75,77.39,15.31,669.08,28,0.15,7.66,2023-04-07 12:00:00
2317,Spring,16.61,36.27,19.41,876.74,30,0.09,12.94,2023-04-07 13:00:00
2318,Spring,10.49,42.48,6.8,735.75,13,0.14,6.55,2023-04-07 14:00:00
2319,Spring,14.29,64.97,19.29,129.93,27,0.13,8.45,2023-04-07 15:00:00
2320,Spring,15.49,60.51,1.13,611.02,5,0.13,12.29,2023-04-07 16:00:00
2321,Spring,13.86,64.84,10.76,986.75,6,0.07,5.9,2023-04-07 17:00:00
2322,Spring,10.95,72.86,15.22,441.14,30,0.11,9.81,2023-04-07 18:00:00
2323,Spring,15.45,37.36,15.92,328.07,30,0.06,6.37,2023-04-07 19:00:00
2324,Spring,13.73,56.12,6.78,807.34,25,0.14,13.35,2023-04-07 20:00:00
2325,Spring,11.94,38.43,15.56,565.25,126,0.28,14.24,2023-04-07 21:00:00
2326,Spring,18.23,52.33,0.57,943.98,110,0.14,9.6,2023-04-07 22:00:00
2327,Spring,14.0,74.4,5.23,589.65,86,0.18,10.38,2023-04-07 23:00:00
2328,Spring,18.64,53.75,5.88,136.13,96,0.27,12.97,2023-04-08 00:00:00
2329,Spring,14.08,78.38,12.36,580.25,73,0.21,9.34,2023-04-08 01:00:00
2330,Spring,11.0,43.22,17.04,606.68,124,0.19,10.06,2023-04-08 02:00:00
2331,Spring,12.86,68.89,5.97,783.96,122,0.12,8.74,2023-04-08 03:00:00
2332,Spring,13.77,72.95,4.79,251.95,130,0.25,9.63,2023-04-08 04:00:00
2333,Spring,14.62,54.42,4.68,933.19,110,0.25,11.05,2023-04-08 05:00:00
2334,Spring,17.96,68.62,11.67,406.03,130,0.13,14.33,2023-04-08 06:00:00
2335,Spring,19.41,30.12,18.66,240.87,74,0.15,9.7,2023-04-08 07:00:00
2336,Spring,17.3,47.16,18.0,978.86,14,0.25,4.4,2023-04-08 08:00:00
2337,Spring,18.28,48.37,6.35,598.43,19,0.1,12.22,2023-04-08 09:00:00
2338,Spring,11.64,79.73,5.07,445.75,11,0.1,7.53,2023-04-08 10:00:00
2339,Spring,10.13,37.36,15.6,794.11,12,0.09,12.93,2023-04-08 11:00:00
2340,Spring,19.58,37.96,0.23,589.65,30,0.09,13.42,2023-04-08 12:00:00
2341,Spring,16.99,56.52,5.96,354.84,25,0.13,11.91,2023-04-08 13:00:00
2342,Spring,14.56,72.01,1.31,562.49,7,0.07,13.52,2023-04-08 14:00:00
2343,Spring,12.33,46.47,9.67,97.41,9,0.12,12.22,2023-04-08 15:00:00
2344,Spring,18.08,40.0,17.49,380.79,6,0.12,13.36,2023-04-08 16:00:00
2345,Spring,11.07,31.0,14.89,879.56,9,0.09,3.81,2023-04-08 17:00:00
2346,Spring,10.35,52.91,10.57,738.27,26,0.14,10.52,2023-04-08 18:00:00
2347,Spring,10.67,50.06,5.11,140.6,29,0.12,5.77,2023-04-08 19:00:00
2348,Spring,13.64,39.56,5.97,186.41,14,0.06,8.61,2023-04-08 20:00:00
2349,Spring,17.55,71.79,7.48,171.91,98,0.27,8.37,2023-04-08 21:00:00
2350,Spring,17.56,58.35,6.86,995.76,131,0.18,6.11,2023-04-08 22:00:00
2351,Spring,19.81,54.22,14.58,858.03,108,0.22,7.55,2023-04-08 23:00:00
2352,Spring,15.08,64.17,7.09,767.45,52,0.29,8.41,2023-04-09 00:00:00
2353,Spring,15.62,31.37,17.03,672.39,160,0.23,15.42,2023-04-09 01:00:00
2354,Spring,18.94,64.95,15.64,691.74,106,0.18,9.15,2023-04-09 02:00:00
2355,Spring,10.97,48.79,7.97,565.41,194,0.11,9.68,2023-04-09 03:00:00
2356,Spring,17.26,42.17,6.1,768.35,88,0.14,13.89,2023-04-09 04:00:00
2357,Spring,12.47,69.28,11.76,145.73,113,0.13,7.57,2023-04-09 05:00:00
2358,Spring,13.09,45.04,13.04,751.68,51,0.17,12.93,2023-04-09 06:00:00
2359,Spring,13.74,55.2,15.65,111.99,179,0.24,16.01,2023-04-09 07:00:00
2360,Spring,15.88,36.44,10.94,906.42,28,0.15,11.75,2023-04-09 08:00:00
2361,Spring,19.18,46.98,9.83,560.45,29,0.18,13.24,2023-04-09 09:00:00
2362,Spring,18.52,58.56,17.31,823.49,13,0.12,4.32,2023-04-09 10:00:00
2363,Spring,16.97,35.76,18.86,196.51,9,0.15,9.45,2023-04-09 11:00:00
2364,Spring,16.59,46.25,11.78,291.58,25,0.09,5.28,2023-04-09 12:00:00
2365,Spring,11.54,51.27,11.81,380.8,19,0.1,5.45,2023-04-09 13:00:00
2366,Spring,14.34,51.3,11.82,320.64,7,0.12,6.5,2023-04-09 14:00:00
2367,Spring,17.03,48.07,12.6,272.54,12,0.08,8.47,2023-04-09 15:00:00
2368,Spring,10.28,78.6,3.58,638.16,13,0.08,4.72,2023-04-09 16:00:00
2369,Spring,17.29,71.28,1.81,65.08,7,0.14,7.94,2023-04-09 17:00:00
2370,Spring,16.8,37.91,7.41,282.04,27,0.14,13.44,2023-04-09 18:00:00
2371,Spring,11.62,65.0,17.71,243.18,23,0.12,8.76,2023-04-09 19:00:00
2372,Spring,12.86,69.85,19.58,899.32,12,0.11,7.93,2023-04-09 20:00:00
2373,Spring,14.79,53.33,13.83,211.47,82,0.16,11.2,2023-04-09 21:00:00
2374,Spring,15.26,41.71,17.07,602.19,96,0.29,14.47,2023-04-09 22:00:00
2375,Spring,12.47,33.52,14.92,269.16,152,0.26,9.44,2023-04-09 23:00:00
2376,Spring,17.68,44.36,6.71,675.66,101,0.22,14.06,2023-04-10 00:00:00
2377,Spring,15.92,53.59,6.71,622.99,104,0.3,15.93,2023-04-10 01:00:00
2378,Spring,14.08,77.3,17.59,241.66,155,0.16,16.23,2023-04-10 02:00:00
2379,Spring,11.26,64.94,3.47,162.67,120,0.2,16.9,2023-04-10 03:00:00
2380,Spring,18.26,69.78,18.42,401.71,185,0.2,15.18,2023-04-10 04:00:00
2381,Spring,16.93,76.05,8.69,119.39,173,0.19,8.95,2023-04-10 05:00:00
2382,Spring,17.32,72.23,4.47,129.68,100,0.21,9.44,2023-04-10 06:00:00
2383,Spring,19.75,74.54,10.51,575.09,68,0.23,6.55,2023-04-10 07:00:00
2384,Spring,18.32,59.7,5.18,133.31,15,0.17,10.71,2023-04-10 08:00:00
2385,Spring,13.1,38.42,11.48,616.81,18,0.27,13.12,2023-04-10 09:00:00
2386,Spring,17.38,31.71,9.56,479.32,25,0.12,5.09,2023-04-10 10:00:00
2387,Spring,17.26,30.62,10.58,15.76,26,0.14,6.38,2023-04-10 11:00:00
2388,Spring,13.9,39.43,2.51,62.83,27,0.06,6.36,2023-04-10 12:00:00
2389,Spring,12.53,69.25,11.05,418.54,16,0.1,11.28,2023-04-10 13:00:00
2390,Spring,13.22,77.4,13.38,345.06,5,0.14,5.46,2023-04-10 14:00:00
2391,Spring,11.33,58.16,10.22,557.29,19,0.09,4.82,2023-04-10 15:00:00
2392,Spring,17.35,73.3,8.44,651.18,31,0.14,12.7,2023-04-10 16:00:00
2393,Spring,16.66,73.15,15.06,732.51,41,0.06,11.54,2023-04-10 17:00:00
2394,Spring,15.56,73.61,4.29,578.26,40,0.14,6.47,2023-04-10 18:00:00
2395,Spring,13.07,39.34,9.9,933.9,17,0.1,6.94,2023-04-10 19:00:00
2396,Spring,12.52,33.92,4.33,132.86,36,0.13,7.85,2023-04-10 20:00:00
2397,Spring,15.49,40.91,9.68,844.36,20,0.12,12.3,2023-04-10 21:00:00
2398,Spring,12.72,35.1,7.05,658.14,16,0.18,9.78,2023-04-10 22:00:00
2399,Spring,16.85,42.73,13.08,333.39,24,0.19,14.78,2023-04-10 23:00:00
2400,Spring,11.43,30.16,9.21,221.39,22,0.14,9.62,2023-04-11 00:00:00
2401,Spring,16.4,36.61,13.3,703.11,9,0.27,9.03,2023-04-11 01:00:00
2402,Spring,14.16,66.93,6.26,30.86,39,0.23,9.09,2023-04-11 02:00:00
2403,Spring,19.57,49.74,9.34,604.72,11,0.26,14.02,2023-04-11 03:00:00
2404,Spring,11.06,43.29,4.1,31.65,32,0.22,5.71,2023-04-11 04:00:00
2405,Spring,17.42,71.63,1.89,904.86,49,0.14,8.72,2023-04-11 05:00:00
2406,Spring,18.88,42.78,10.97,899.1,27,0.11,7.25,2023-04-11 06:00:00
2407,Spring,13.03,38.02,1.55,100.07,21,0.13,7.69,2023-04-11 07:00:00
2408,Spring,13.32,50.11,2.53,589.56,35,0.19,11.62,2023-04-11 08:00:00
2409,Spring,17.21,73.11,11.77,927.97,25,0.27,7.3,2023-04-11 09:00:00
2410,Spring,11.4,33.24,11.57,563.65,43,0.1,9.78,2023-04-11 10:00:00
2411,Spring,14.74,40.2,7.76,595.39,35,0.1,11.77,2023-04-11 11:00:00
